 written on  1Mar2024 at 03:33:58 
           2
         151
    2    1    1    1    2    2    1    1    1    1    1    2    1    1    1
    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1
    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1
    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1
    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1
    1    1    1    1    2    1    1    1    1    1    2    2    1    1    1
    2
   -8   -4    0    1    1   -0.000563   -0.000010
   -8   -4    0    2    1   -0.000057   -0.000088
   -8   -4    0    1    2   -0.000009   -0.000061
   -8   -4    0    2    2   -0.000153    0.000010
   -7   -5    0    1    1   -0.001731    0.000307
   -7   -5    0    2    1    0.000166    0.000037
   -7   -5    0    1    2   -0.000042   -0.000007
   -7   -5    0    2    2   -0.001554   -0.000307
   -7   -4    0    1    1    0.000907   -0.000223
   -7   -4    0    2    1    0.000223   -0.000230
   -7   -4    0    1    2    0.000022   -0.000245
   -7   -4    0    2    2    0.000466    0.000223
   -7   -3    0    1    1    0.000574    0.000196
   -7   -3    0    2    1   -0.000317    0.000358
   -7   -3    0    1    2   -0.000115    0.000169
   -7   -3    0    2    2    0.000799   -0.000196
   -7   -2    0    1    1   -0.001574   -0.000077
   -7   -2    0    2    1   -0.000040    0.000240
   -7   -2    0    1    2    0.000159    0.000130
   -7   -2    0    2    2   -0.001712    0.000077
   -6   -6    0    1    1    0.002970    0.000000
   -6   -6    0    2    1   -0.000108    0.000383
   -6   -6    0    1    2   -0.000108   -0.000383
   -6   -6    0    2    2    0.002936   -0.000000
   -6   -5    0    1    1   -0.000711    0.000086
   -6   -5    0    2    1   -0.000408    0.000578
   -6   -5    0    1    2    0.000150    0.000482
   -6   -5    0    2    2   -0.000911   -0.000086
   -6   -4    0    1    1   -0.002149   -0.000376
   -6   -4    0    2    1    0.000484   -0.000496
   -6   -4    0    1    2   -0.000049    0.000285
   -6   -4    0    2    2   -0.001558    0.000376
   -6   -3    0    1    1    0.003111   -0.000115
   -6   -3    0    2    1    0.000094    0.000205
   -6   -3    0    1    2   -0.000055   -0.000075
   -6   -3    0    2    2    0.002733    0.000115
   -6   -2    0    1    1   -0.001965    0.000202
   -6   -2    0    2    1   -0.000115    0.000046
   -6   -2    0    1    2    0.000071    0.000363
   -6   -2    0    2    2   -0.001742   -0.000202
   -6   -1    0    1    1   -0.000829    0.000096
   -6   -1    0    2    1    0.000439   -0.000693
   -6   -1    0    1    2   -0.000112   -0.000479
   -6   -1    0    2    2   -0.000792   -0.000096
   -6    0    0    1    1    0.003209   -0.000000
   -6    0    0    2    1   -0.000392    0.000552
   -6    0    0    1    2   -0.000392   -0.000552
   -6    0    0    2    2    0.002697    0.000000
   -5   -6    0    1    1   -0.000721   -0.000007
   -5   -6    0    2    1   -0.000016    0.000302
   -5   -6    0    1    2   -0.000302    0.000443
   -5   -6    0    2    2   -0.000793    0.000007
   -5   -5    0    1    1   -0.003031    0.000117
   -5   -5    0    2    1   -0.000311    0.000223
   -5   -5    0    1    2    0.000237    0.000378
   -5   -5    0    2    2   -0.002679   -0.000117
   -5   -4    0    1    1   -0.001410   -0.000581
   -5   -4    0    2    1    0.000183   -0.001159
   -5   -4    0    1    2   -0.000021   -0.000542
   -5   -4    0    2    2   -0.001441    0.000581
   -5   -3    0    1    1    0.001495    0.000495
   -5   -3    0    2    1    0.000408    0.000310
   -5   -3    0    1    2   -0.000314   -0.000021
   -5   -3    0    2    2    0.001350   -0.000495
   -5   -2    0    1    1    0.001571   -0.000263
   -5   -2    0    2    1   -0.000618    0.000474
   -5   -2    0    1    2    0.000570    0.000127
   -5   -2    0    2    2    0.001274    0.000263
   -5   -1    0    1    1   -0.001353    0.000171
   -5   -1    0    2    1   -0.000162    0.000099
   -5   -1    0    1    2    0.000109   -0.000093
   -5   -1    0    2    2   -0.001498   -0.000171
   -5    0    0    1    1   -0.003100    0.000090
   -5    0    0    2    1    0.000369   -0.000388
   -5    0    0    1    2    0.000184    0.000211
   -5    0    0    2    2   -0.002611   -0.000090
   -5    1    0    1    1   -0.000769    0.000181
   -5    1    0    2    1    0.000123    0.000187
   -5    1    0    1    2   -0.000494   -0.000098
   -5    1    0    2    2   -0.000745   -0.000181
   -5    2    0    1    1   -0.001574    0.000077
   -5    2    0    2    1    0.000159   -0.000130
   -5    2    0    1    2   -0.000040   -0.000240
   -5    2    0    2    2   -0.001712   -0.000077
   -4   -7    0    1    1    0.000863   -0.000249
   -4   -7    0    2    1   -0.000121    0.000311
   -4   -7    0    1    2    0.000013    0.000059
   -4   -7    0    2    2    0.000454    0.000249
   -4   -6    0    1    1   -0.002267    0.000042
   -4   -6    0    2    1   -0.000205    0.000030
   -4   -6    0    1    2    0.000066    0.000094
   -4   -6    0    2    2   -0.001670   -0.000042
   -4   -5    0    1    1   -0.001090    0.000014
