 written on 19Nov2024 at 18:08:17 
           2
         105
    1    1    1    2    1    1    1    1    2    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1
    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1
    1    1    2    1    1    1    1    1    1    1    1    1    2    1    1
    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1
    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    2    1    1    1    1    2    1    1    1
   -6   -4    0    1    1 -0.008622611925  0.000000007208
   -6   -4    0    2    1 -0.000000000012  0.000000000159
   -6   -4    0    1    2 -0.000000000139 -0.000000000129
   -6   -4    0    2    2 -0.008622612295 -0.000000009543
   -6   -3    0    1    1  0.006367584596 -0.000000001907
   -6   -3    0    2    1  0.000000000019 -0.000000000060
   -6   -3    0    1    2 -0.000000000068 -0.000000000121
   -6   -3    0    2    2  0.006367582974 -0.000000000147
   -6   -2    0    1    1 -0.008622622373 -0.000000010448
   -6   -2    0    2    1  0.000000000007  0.000000000142
   -6   -2    0    1    2 -0.000000000147 -0.000000000156
   -6   -2    0    2    2 -0.008622621502  0.000000007198
   -5   -5    0    1    1 -0.006077117647  0.000000000000
   -5   -5    0    2    1 -0.000000000218  0.000000000133
   -5   -5    0    1    2 -0.000000000218 -0.000000000133
   -5   -5    0    2    2 -0.006077120022 -0.000000000000
   -5   -4    0    1    1 -0.003998673118 -0.003756410287
   -5   -4    0    2    1 -0.000000000038  0.000000000157
   -5   -4    0    1    2  0.000000000013 -0.000000000234
   -5   -4    0    2    2 -0.003998674232  0.003756409669
   -5   -3    0    1    1  0.002407818157  0.003975203109
   -5   -3    0    2    1 -0.000000000017  0.000000000065
   -5   -3    0    1    2 -0.000000000240 -0.000000000226
   -5   -3    0    2    2  0.002407815869 -0.003975204418
   -5   -2    0    1    1  0.002407813293 -0.003975206527
   -5   -2    0    2    1 -0.000000000054  0.000000000112
   -5   -2    0    1    2  0.000000000109 -0.000000000235
   -5   -2    0    2    2  0.002407811235  0.003975205509
   -5   -1    0    1    1 -0.003998686825  0.003756408234
   -5   -1    0    2    1  0.000000000054  0.000000000098
   -5   -1    0    1    2 -0.000000000068 -0.000000000223
   -5   -1    0    2    2 -0.003998687299 -0.003756409202
   -5    0    0    1    1 -0.006077134021 -0.000000000000
   -5    0    0    2    1  0.000000000051  0.000000000167
   -5    0    0    1    2  0.000000000051 -0.000000000167
   -5    0    0    2    2 -0.006077135701 -0.000000000000
   -4   -5    0    1    1 -0.003998653250 -0.003756411393
   -4   -5    0    2    1  0.000000000087 -0.000000000021
   -4   -5    0    1    2  0.000000000254 -0.000000000028
   -4   -5    0    2    2 -0.003998654964  0.003756413245
   -4   -4    0    1    1  0.017217607279 -0.000674687282
   -4   -4    0    2    1 -0.000000000030  0.000000000134
   -4   -4    0    1    2 -0.000000000140 -0.000000000078
   -4   -4    0    2    2  0.017217606280  0.000674688247
   -4   -3    0    1    1  0.000360146683  0.001093072083
   -4   -3    0    2    1  0.000000000021 -0.000000000348
   -4   -3    0    1    2  0.000000000286 -0.000000000129
   -4   -3    0    2    2  0.000360143156 -0.001093070404
